Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42741292,05/22/2019 08:14:54 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,162 WEST 132 STREET,WEST 132 STREET,LENOX AVENUE,7 AVENUE,LENOX AVENUE,7 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 12:18:25 PM,10 MANHATTAN,MANHATTAN,999775,235437,Unspecified,MANHATTAN,,,,,,,,40.812882306045815,-73.94391486415442,"(40.812882306045815, -73.94391486415442)"
42741293,05/22/2019 09:23:36 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10470,738E EAST 243 STREET,EAST 243 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,,,In Progress,,05/22/2019 01:32:00 PM,12 BRONX,BRONX,1026195,269450,Unspecified,BRONX,,,,,,,,40.90615168764874,-73.8482580670801,"(40.90615168764874, -73.8482580670801)"
42742660,05/22/2019 02:17:23 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,18E EAST 199 STREET,EAST 199 STREET,,,,,LATLONG,BRONX,,,In Progress,,05/22/2019 06:20:49 AM,07 BRONX,BRONX,1014787,257066,Unspecified,BRONX,,,,,,,,40.872208402560055,-73.88958452960816,"(40.872208402560055, -73.88958452960816)"
42742661,05/22/2019 04:58:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 09:01:55 PM,02 BROOKLYN,BROOKLYN,993702,191032,Unspecified,BROOKLYN,,,,,,,,40.69101043662531,-73.96591641060134,"(40.69101043662531, -73.96591641060134)"
42742662,05/22/2019 10:28:07 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11211,43 FROST STREET,FROST STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 02:41:16 PM,01 BROOKLYN,BROOKLYN,997994,200705,Unspecified,BROOKLYN,,,,,,,,40.717554917733175,-73.95041986547149,"(40.717554917733175, -73.95041986547149)"
42742663,05/22/2019 05:48:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11214,2540 BENSON AVENUE,BENSON AVENUE,BAY 40 STREET,BAY 41 STREET,BAY 40 STREET,BAY 41 STREET,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 09:55:05 PM,11 BROOKLYN,BROOKLYN,987638,156237,Unspecified,BROOKLYN,,,,,,,,40.595510054436204,-73.98780046106381,"(40.595510054436204, -73.98780046106381)"
42742664,05/22/2019 08:28:47 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10031,772 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 148 STREET,DONNELLON SQUARE,WEST 148 STREET,DONNELLON SQUARE,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 12:39:52 PM,09 MANHATTAN,MANHATTAN,999982,240293,Unspecified,MANHATTAN,,,,,,,,40.82621028895064,-73.94315567864055,"(40.82621028895064, -73.94315567864055)"
42742665,05/22/2019 11:37:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,210 WEST 80 STREET,WEST 80 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,,,In Progress,,05/23/2019 03:40:46 AM,07 MANHATTAN,MANHATTAN,990242,224927,Unspecified,MANHATTAN,,,,,,,,40.78404682931987,-73.97836286160812,"(40.78404682931987, -73.97836286160812)"
42742666,05/22/2019 12:50:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10034,5009 BROADWAY,BROADWAY,WEST 213 STREET,WEST 214 STREET,WEST 213 STREET,WEST 214 STREET,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 04:53:46 PM,12 MANHATTAN,MANHATTAN,1007209,255961,Unspecified,MANHATTAN,,,,,,,,40.86919848126981,-73.91698877601316,"(40.86919848126981, -73.91698877601316)"
42742667,05/22/2019 04:30:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,1633 NOSTRAND AVENUE,NOSTRAND AVENUE,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 08:41:55 PM,17 BROOKLYN,BROOKLYN,998384,174700,Unspecified,BROOKLYN,,,,,,,,40.6461765090665,-73.94906752406816,"(40.6461765090665, -73.94906752406816)"
42742668,05/22/2019 01:38:42 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033,1530 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 186 STREET,WEST 187 STREET,WEST 186 STREET,WEST 187 STREET,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 05:48:19 PM,12 MANHATTAN,MANHATTAN,1003279,249963,Unspecified,MANHATTAN,,,,,,,,40.85274512984989,-73.93121522027636,"(40.85274512984989, -73.93121522027636)"
42742670,05/22/2019 09:58:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11217,87 6 AVENUE,6 AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,,,In Progress,,05/23/2019 02:09:49 AM,06 BROOKLYN,BROOKLYN,991153,186884,Unspecified,BROOKLYN,,,,,,,,40.67962748050195,-73.97511226668776,"(40.67962748050195, -73.97511226668776)"
42742671,05/22/2019 10:15:22 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11237,322 MENAHAN STREET,MENAHAN STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/23/2019 02:18:05 AM,04 BROOKLYN,BROOKLYN,1007972,194616,Unspecified,BROOKLYN,,,,,,,,40.70082093543791,-73.91444667829366,"(40.70082093543791, -73.91444667829366)"
42744014,05/23/2019 12:09:27 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10128,403 EAST 87 STREET,EAST 87 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/23/2019 04:12:17 AM,08 MANHATTAN,MANHATTAN,998570,222563,Unspecified,MANHATTAN,,,,,,,,40.777548706777345,-73.94829546052624,"(40.777548706777345, -73.94829546052624)"
42744015,05/22/2019 09:25:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,364 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/23/2019 01:32:50 AM,08 BROOKLYN,BROOKLYN,994210,184485,Unspecified,BROOKLYN,,,,,,,,40.67303985538759,-73.96409425706678,"(40.67303985538759, -73.96409425706678)"
42744016,05/22/2019 09:57:16 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11373,84-28 55 AVENUE,55 AVENUE,,,,,LATLONG,ELMHURST,,,In Progress,,05/23/2019 02:00:36 AM,04 QUEENS,QUEENS,1017429,206044,Unspecified,QUEENS,,,,,,,,40.73215762287728,-73.88028374539948,"(40.73215762287728, -73.88028374539948)"
42744017,05/22/2019 04:02:22 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11373,84-28 55 AVENUE,55 AVENUE,,,,,LATLONG,ELMHURST,,,In Progress,,05/22/2019 08:13:33 PM,04 QUEENS,QUEENS,1017429,206044,Unspecified,QUEENS,,,,,,,,40.73215762287728,-73.88028374539948,"(40.73215762287728, -73.88028374539948)"
42744018,05/22/2019 01:36:23 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10128,205 EAST 95 STREET,EAST 95 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/22/2019 05:38:57 PM,08 MANHATTAN,MANHATTAN,998307,225160,Unspecified,MANHATTAN,,,,,,,,40.7846772046016,-73.94923962818578,"(40.7846772046016, -73.94923962818578)"
42744019,05/22/2019 01:46:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11419,105-07 131 STREET,131 STREET,,,,,LATLONG,SOUTH RICHMOND HILL,,,In Progress,,05/22/2019 05:49:21 PM,10 QUEENS,QUEENS,1035841,190395,Unspecified,QUEENS,,,,,,,,40.68911670175018,-73.81396976325681,"(40.68911670175018, -73.81396976325681)"
42744020,05/22/2019 05:10:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222,101 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 09:13:11 PM,01 BROOKLYN,BROOKLYN,996251,205753,Unspecified,BROOKLYN,,,,,,,,40.73141298776228,-73.95669856451585,"(40.73141298776228, -73.95669856451585)"
42744021,05/22/2019 10:21:37 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11234,1514 EAST 51 STREET,EAST 51 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 02:32:24 PM,18 BROOKLYN,BROOKLYN,1004699,166354,Unspecified,BROOKLYN,,,,,,,,40.62325619075955,-73.92633645071622,"(40.62325619075955, -73.92633645071622)"
42744022,05/22/2019 08:05:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11374,64-19 CROMWELL CRESCENT,CROMWELL CRESCENT,64 ROAD,65 DRIVE,64 ROAD,65 DRIVE,ADDRESS,REGO PARK,,,In Progress,,05/23/2019 12:11:05 AM,06 QUEENS,QUEENS,1022360,202455,Unspecified,QUEENS,,,,,,,,40.72228683268654,-73.8625120955225,"(40.72228683268654, -73.8625120955225)"
42744023,05/22/2019 05:26:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11231,383 UNION STREET,UNION STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 09:36:41 PM,06 BROOKLYN,BROOKLYN,986235,187468,Unspecified,BROOKLYN,,,,,,,,40.68123289699216,-73.99284320739909,"(40.68123289699216, -73.99284320739909)"
42744024,05/22/2019 10:57:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10457,265 EAST 181 STREET,EAST 181 STREET,RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,,,In Progress,,05/23/2019 03:03:36 AM,05 BRONX,BRONX,1011945,250506,Unspecified,BRONX,,,,,,,,40.85421257200531,-73.89988771228349,"(40.85421257200531, -73.89988771228349)"
42744025,05/22/2019 04:34:14 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11233,741 HANCOCK STREET,HANCOCK STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 08:40:49 PM,03 BROOKLYN,BROOKLYN,1004949,188987,Unspecified,BROOKLYN,,,,,,,,40.68537822534183,-73.92536640964308,"(40.68537822534183, -73.92536640964308)"
42745290,05/22/2019 01:47:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,230 WEST 107 STREET,WEST 107 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/22/2019 05:49:22 PM,07 MANHATTAN,MANHATTAN,993438,231300,Unspecified,MANHATTAN,,,,,,,,40.801536248050695,-73.9668133738856,"(40.801536248050695, -73.9668133738856)"
42745291,05/22/2019 11:16:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1005 JEROME AVENUE,JEROME AVENUE,,,,,LATLONG,BRONX,,,In Progress,,05/23/2019 03:20:06 AM,04 BRONX,BRONX,1004549,242328,Unspecified,BRONX,,,,,,,,40.83178646481707,-73.92664762023652,"(40.83178646481707, -73.92664762023652)"
42745292,05/22/2019 04:43:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,342 WEST 71 STREET,WEST 71 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/22/2019 08:46:08 PM,07 MANHATTAN,MANHATTAN,987969,223273,Unspecified,MANHATTAN,,,,,,,,40.77950828684622,-73.98657159003473,"(40.77950828684622, -73.98657159003473)"
42745293,05/22/2019 10:20:54 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11221,163 VAN BUREN STREET,VAN BUREN STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 02:27:09 PM,03 BROOKLYN,BROOKLYN,1000954,190886,Unspecified,BROOKLYN,,,,,,,,40.69059898428215,-73.93976631458172,"(40.69059898428215, -73.93976631458172)"
42745294,05/22/2019 10:55:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10026,2162 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,LATLONG,NEW YORK,,,In Progress,,05/23/2019 02:59:25 AM,10 MANHATTAN,MANHATTAN,996779,232487,Unspecified,MANHATTAN,,,,,,,,40.80479013106783,-73.95474362502122,"(40.80479013106783, -73.95474362502122)"
42745295,05/22/2019 05:00:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11205,257 DEKALB AVENUE,DEKALB AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 09:03:59 PM,02 BROOKLYN,BROOKLYN,992927,190470,Unspecified,BROOKLYN,,,,,,,,40.68946866988599,-73.9687117577521,"(40.68946866988599, -73.9687117577521)"
42745296,05/22/2019 07:37:26 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11233,32 ROOSEVELT PLACE,ROOSEVELT PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 11:40:32 AM,16 BROOKLYN,BROOKLYN,1007627,185861,Unspecified,BROOKLYN,,,,,,,,40.67679140160651,-73.91572129767405,"(40.67679140160651, -73.91572129767405)"
42745297,05/22/2019 11:27:55 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11233,21 PRESCOTT PLACE,PRESCOTT PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 03:33:43 PM,03 BROOKLYN,BROOKLYN,1006239,186066,Unspecified,BROOKLYN,,,,,,,,40.67735763668498,-73.9207246401545,"(40.67735763668498, -73.9207246401545)"
42745299,05/22/2019 10:55:11 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10455,758 KELLY STREET,KELLY STREET,EAST 156 STREET,LONGWOOD AVENUE,EAST 156 STREET,LONGWOOD AVENUE,ADDRESS,BRONX,,,In Progress,,05/22/2019 03:00:36 PM,02 BRONX,BRONX,1012269,237104,Unspecified,BRONX,,,,,,,,40.81742696066114,-73.89877249737724,"(40.81742696066114, -73.89877249737724)"
42745300,05/22/2019 06:43:26 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11368,50-36 101 STREET,101 STREET,50 AVENUE,CHRISTIE AVENUE,50 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,,,In Progress,,05/22/2019 10:50:39 PM,04 QUEENS,QUEENS,1022543,209846,Unspecified,QUEENS,,,,,,,,40.74257249737748,-73.8618098304771,"(40.74257249737748, -73.8618098304771)"
42745301,05/22/2019 03:33:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10003,342 EAST 6 STREET,EAST 6 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 07:39:15 PM,03 MANHATTAN,MANHATTAN,987722,204122,Unspecified,MANHATTAN,,,,,,,,40.726943751298506,-73.9874733359147,"(40.726943751298506, -73.9874733359147)"
42746630,05/23/2019 01:33:21 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,175 WEST 87 STREET,WEST 87 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/23/2019 05:36:25 AM,07 MANHATTAN,MANHATTAN,991511,226535,Unspecified,MANHATTAN,,,,,,,,40.78845940810612,-73.97377875915994,"(40.78845940810612, -73.97377875915994)"
42746631,05/22/2019 10:49:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,375 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/23/2019 02:53:12 AM,08 BROOKLYN,BROOKLYN,994333,184532,Unspecified,BROOKLYN,,,,,,,,40.673168720586546,-73.9636507725137,"(40.673168720586546, -73.9636507725137)"
42746632,05/22/2019 01:22:02 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11221,158 VAN BUREN STREET,VAN BUREN STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/22/2019 05:26:20 PM,03 BROOKLYN,BROOKLYN,1000984,190764,Unspecified,BROOKLYN,,,,,,,,40.69026406579145,-73.93965843934504,"(40.69026406579145, -73.93965843934504)"
42746634,05/22/2019 03:18:51 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11378,60-60 59 AVENUE,59 AVENUE,60 PLACE,60 LANE,60 PLACE,60 LANE,ADDRESS,MASPETH,,,In Progress,,05/22/2019 07:21:17 PM,05 QUEENS,QUEENS,1010707,201279,Unspecified,QUEENS,,,,,,,,40.71910152448867,-73.90455673397338,"(40.71910152448867, -73.90455673397338)"
42746635,05/22/2019 06:02:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11217,143 6 AVENUE,6 AVENUE,STERLING PLACE,ST JOHNS PLACE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,,,In Progress,,05/22/2019 10:08:39 PM,06 BROOKLYN,BROOKLYN,990804,186206,Unspecified,BROOKLYN,,,,,,,,40.67776678932299,-73.97637119325853,"(40.67776678932299, -73.97637119325853)"
42746637,05/22/2019 07:46:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,548 WEST 164 STREET,WEST 164 STREET,ST NICHOLAS AVENUE,BROADWAY,ST NICHOLAS AVENUE,BROADWAY,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 11:49:44 PM,12 MANHATTAN,MANHATTAN,1000693,244570,Unspecified,MANHATTAN,,,,,,,,40.837948126788284,-73.94057614461808,"(40.837948126788284, -73.94057614461808)"
42746638,05/22/2019 09:21:08 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,6 AVENUE,6 AVENUE,SAINT MARKS AVENUE,PROSPECT PLACE,SAINT MARKS AVENUE,PROSPECT PLACE,BLOCKFACE,BROOKLYN,,,In Progress,,05/23/2019 01:28:47 AM,06 BROOKLYN,BROOKLYN,991145,186875,Unspecified,BROOKLYN,,,,,,,,40.67960278377799,-73.97514111869715,"(40.67960278377799, -73.97514111869715)"
42746639,05/22/2019 03:12:02 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10018,,,,,,,INTERSECTION,NEW YORK,,,In Progress,,05/22/2019 07:19:11 PM,05 MANHATTAN,MANHATTAN,987106,213353,Unspecified,MANHATTAN,,,,,,,,40.752280774433345,-73.98969188939078,"(40.752280774433345, -73.98969188939078)"
42747949,05/22/2019 10:40:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,207 KOSCIUSZKO STREET,KOSCIUSZKO STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/23/2019 02:43:52 AM,03 BROOKLYN,BROOKLYN,999045,191176,Unspecified,BROOKLYN,,,,,,,,40.69139836436979,-73.94664942261298,"(40.69139836436979, -73.94664942261298)"
42747951,05/22/2019 03:31:23 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458,280 EAST 199 STREET,EAST 199 STREET,,,,,LATLONG,BRONX,,,In Progress,,05/22/2019 07:34:52 PM,07 BRONX,BRONX,1015563,256128,Unspecified,BRONX,,,,,,,,40.86963116297125,-73.88678306090007,"(40.86963116297125, -73.88678306090007)"
42747952,05/22/2019 07:09:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10454,285 EAST 139 STREET,EAST 139 STREET,,,,,LATLONG,BRONX,,,In Progress,,05/22/2019 11:13:05 PM,01 BRONX,BRONX,1004882,234870,Unspecified,BRONX,,,,,,,,40.8113155985873,-73.92546722421048,"(40.8113155985873, -73.92546722421048)"
42747953,05/22/2019 08:46:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11206,2 PULASKI STREET,PULASKI STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/23/2019 12:48:53 AM,03 BROOKLYN,BROOKLYN,997679,191372,Unspecified,BROOKLYN,,,,,,,,40.6919385171626,-73.95157480905876,"(40.6919385171626, -73.95157480905876)"
42747954,05/22/2019 10:21:00 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11215,9 STREET,9 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,BLOCKFACE,BROOKLYN,,,In Progress,,05/23/2019 02:26:18 AM,06 BROOKLYN,BROOKLYN,989031,182450,Unspecified,BROOKLYN,,,,,,,,40.66745854730493,-73.98276596498022,"(40.66745854730493, -73.98276596498022)"
42747955,05/22/2019 09:04:24 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1483 GRAND CONCOURSE,GRAND CONCOURSE,EAST 171 STREET,EAST 172 STREET,EAST 171 STREET,EAST 172 STREET,ADDRESS,BRONX,,,In Progress,,05/22/2019 01:11:04 PM,04 BRONX,BRONX,1008366,245521,Unspecified,BRONX,,,,,,,,40.84054072386673,-73.91284305349552,"(40.84054072386673, -73.91284305349552)"
42747956,05/22/2019 03:43:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10028,305 EAST 86 STREET,EAST 86 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 08:01:50 PM,08 MANHATTAN,MANHATTAN,997734,222619,Unspecified,MANHATTAN,,,,,,,,40.77770372685646,-73.95131385274287,"(40.77770372685646, -73.95131385274287)"
42747957,05/22/2019 09:40:46 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10012,55 WASHINGTON SQUARE SOUTH,WASHINGTON SQUARE SOUTH,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 01:44:26 PM,02 MANHATTAN,MANHATTAN,984716,205381,Unspecified,MANHATTAN,,,,,,,,40.73040006808192,-73.9983186266652,"(40.73040006808192, -73.9983186266652)"
42749250,05/22/2019 11:29:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,17 WEST 182 STREET,WEST 182 STREET,,,,,LATLONG,BRONX,,,In Progress,,05/23/2019 03:32:33 AM,05 BRONX,BRONX,1010459,251699,Unspecified,BRONX,,,,,,,,40.8574915350481,-73.90525465795152,"(40.8574915350481, -73.90525465795152)"
42749251,05/22/2019 09:51:10 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,210 WEST 147 STREET,WEST 147 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/23/2019 01:54:24 AM,10 MANHATTAN,MANHATTAN,1001026,239200,Unspecified,MANHATTAN,,,,,,,,40.823208393966176,-73.93938613496954,"(40.823208393966176, -73.93938613496954)"
42749252,05/22/2019 10:36:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,120 WEST 94 STREET,WEST 94 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/23/2019 02:39:40 AM,07 MANHATTAN,MANHATTAN,992604,227776,Unspecified,MANHATTAN,,,,,,,,40.79186465370827,-73.9698301265193,"(40.79186465370827, -73.9698301265193)"
42749253,05/22/2019 04:32:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11373,84-28 55 AVENUE,55 AVENUE,MADISON STREET,85 STREET,MADISON STREET,85 STREET,ADDRESS,ELMHURST,,,In Progress,,05/22/2019 08:39:47 PM,04 QUEENS,QUEENS,1017283,206016,Unspecified,QUEENS,,,,,,,,40.73208131628501,-73.88081067847547,"(40.73208131628501, -73.88081067847547)"
42749254,05/22/2019 09:14:56 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10461,1802 LURTING AVENUE,LURTING AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,,,In Progress,,05/22/2019 01:20:30 PM,11 BRONX,BRONX,1024616,248811,Unspecified,BRONX,,,,,,,,40.84951146711281,-73.85409467465763,"(40.84951146711281, -73.85409467465763)"
42749255,05/22/2019 01:31:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040,90 ELLWOOD STREET,ELLWOOD STREET,WEST 196 STREET,SHERMAN AVENUE,WEST 196 STREET,SHERMAN AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/22/2019 05:33:45 PM,12 MANHATTAN,MANHATTAN,1003821,253153,Unspecified,MANHATTAN,,,,,,,,40.8614995374538,-73.92924672138538,"(40.8614995374538, -73.92924672138538)"
